Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
pizza-salami,PIZZA SALAMI 200G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/PIZZASALAMI200G.png?v=1781184725,1,"",false,,,,kg,,,active
fricandelles-de-poulet,FRICANDELLES DE POULET 2600G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,2600G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FRICANDELLESDEPOULET2600G.png?v=1781268713,1,"",false,,,,kg,,,active
burgers-de-poulet,BURGERS DE POULET 2340G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,2340G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/BURGERSDEPOULET2340G.png?v=1781268736,1,"",false,,,,kg,,,active
doner-kebab,DONER KEBAB 800G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,800G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/DONERKEBAB800G.png?v=1781266930,1,"",false,,,,kg,,,active
tenders-de-poulet-spicy,TENDERS DE POULET SPICY 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
crespy-wings-hot-spicy,CRESPY WINGS HOT SPICY 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
nuggets-de-poulet,NUGGETS DE POULET 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/NUGGETSDEPOULET1KG.png?v=1781266669,1,"",false,,,,kg,,,active
tenders-de-poulet-nature,TENDERS DE POULET NATURE 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/TENDERSDEPOULETNATURE1KG.png?v=1781266633,1,"",false,,,,kg,,,active
surimi,SURIMI 800G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,800G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SURIMI800G.png?v=1781266637,1,"",false,,,,kg,,,active
fruits-de-mer-1,FRUITS DE MER 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
crevettes-vannamie,CREVETTES VANNAMIE 750G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,750G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CREVETTESVANNAMIE750G.png?v=1781266937,1,"",false,,,,kg,,,active
crevettes-japanese,CREVETTES JAPANESE 800G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,800G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CREVETTESJAPANESE800G.png?v=1781266942,1,"",false,,,,kg,,,active
filets-de-pangasuis,FILETS DE PANGASUIS 800G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,800G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FILETSDEPANGASUIS800G.png?v=1781266927,1,"",false,,,,kg,,,active
fruits-de-mer,FRUITS DE MER 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FRUITSDEMER1KG.png?v=1781266676,1,"",false,,,,kg,,,active
fruits-de-mer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FRUITSDEMER1KG_2.png?v=1781266679,2,"",,,,,,,,
pinces-de-crabe-panees-au-surimi,PINCES DE CRABE PANEES AU SURIMI 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/PINCESDECRABEPANEESAUSURIMI500G.png?v=1781266659,1,"",false,,,,kg,,,active
anneaux-dencornet-geant,ANNEAUX D'ENCORNET GEANT 700G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,700G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ANNEAUXD_ENCORNETGEANT700G.png?v=1781266947,1,"",false,,,,kg,,,active
crevettes,CREVETTES 700G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,700G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CREVETTES700G.png?v=1781266947,1,"",false,,,,kg,,,active
crevettes,,,,,,,,,375G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,,,,,kg,,,
redbull,REDBULL 250ML,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,250ML,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Red_Bull_-_Original_250ml.jpg?v=1782988797,1,REDBULL 250ML,false,,,,kg,,,active
redbull,,,,,,,,,355ML,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,,,,,kg,,,
hamoud,HAMOUD 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/HAMOUD1L.png?v=1781184994,1,"",false,,,,kg,,,active
bova-citron,"BOVA CITRON 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
bova,"BOVA 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
slim-anans,SLIM ANANS 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SLIMANANS1L.png?v=1781184389,1,"",false,,,,kg,,,active
slim-fraise,SLIM FRAISE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SLIMFRAISE1L.png?v=1781184379,1,"",false,,,,kg,,,active
slim-pomme,SLIM POMME 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SLIMPOMME1L.png?v=1781184376,1,"",false,,,,kg,,,active
selecto,SELECTO 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SELECTO1L.png?v=1781184364,1,"",false,,,,kg,,,active
rostoy-ananas,ROSTOY ANANAS 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROSTOYANANAS1L.png?v=1781184649,1,"",false,,,,kg,,,active
rostoy-orange,ROSTOY ORANGE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROSTOYORANGE1L.png?v=1781184622,1,"",false,,,,kg,,,active
rostoy-mangue,ROSTOY MANGUE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROSTOYMANGUE1L.png?v=1781184627,1,"",false,,,,kg,,,active
rostoy-melanges-de-fruits,ROSTOY MELANGES DE FRUITS 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROSTOYMELANGESDEFRUITS1L.png?v=1781184623,1,"",false,,,,kg,,,active
rostoy-peche,ROSTOY PECHE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Rostoy_-_Jus_Peche_200ml.jpg?v=1782988797,1,ROSTOY PECHE 1L,false,,,,kg,,,active
jus-de-mangue,JUS DE MANGUE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
jus-de-pomme,JUS DE POMME 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
jus-dorange,JUS D'ORANGE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
jus-dananas,JUS D'ANANAS 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
simon-fraise,"SIMON FRAISE 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SIMONFRAISE1_5L.png?v=1781184421,1,"",false,,,,kg,,,active
simon-mango,"SIMON MANGO 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SIMONMANGO1_5L.png?v=1781184407,1,"",false,,,,kg,,,active
simon-mandarine,"SIMON MANDARINE 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SIMONMANDARINE1_5L.png?v=1781184410,1,"",false,,,,kg,,,active
simon-naranja,"SIMON NARANJA 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SIMONNARANJA1_5L.png?v=1781184402,1,"",false,,,,kg,,,active
poms,"POMS 1,5L","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"1,5L",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POMS1_5L.png?v=1781184719,1,"",false,,,,kg,,,active
